official_category_track_id,working_scope,exam_level,category_label,category_code,category_name,catalog_rows,pdf_url_documents,distinct_exam_codes,distinct_subject_codes,distinct_subject_names,year_min,year_max,top_exam_labels
一般警察三等考試|一般警察三等考試_犯罪防治人員預防組|303|犯罪防治人員預防組,future_expansion,一般警察三等考試,一般警察三等考試_犯罪防治人員預防組,303,犯罪防治人員預防組,28,41,4,18,7,104,108,108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 106年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員、退除役軍人轉任公務人員考試 | 105年警察人員、一般警察人員及鐵路人員特考
一般警察三等考試|一般警察三等考試_行政管理人員|306|行政管理人員,future_expansion,一般警察三等考試,一般警察三等考試_行政管理人員,306,行政管理人員,14,18,2,12,9,109,110,110年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 109年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察三等考試|一般警察三等考試_行政管理人員|307|行政管理人員,future_expansion,一般警察三等考試,一般警察三等考試_行政管理人員,307,行政管理人員,28,37,4,13,7,104,108,108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 106年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員、退除役軍人轉任公務人員考試 | 105年警察人員、一般警察人員及鐵路人員特考
一般警察三等考試|一般警察三等考試_行政警察人員|301|行政警察人員,future_expansion,一般警察三等考試,一般警察三等考試_行政警察人員,301,行政警察人員,42,69,6,19,9,104,110,110年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 109年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試 | 108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試
一般警察三等考試|一般警察三等考試_警察法制人員|305|警察法制人員,future_expansion,一般警察三等考試,一般警察三等考試_警察法制人員,305,警察法制人員,14,18,2,12,9,109,110,110年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 109年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察三等考試|一般警察三等考試_警察法制人員|306|警察法制人員,future_expansion,一般警察三等考試,一般警察三等考試_警察法制人員,306,警察法制人員,28,37,4,13,7,104,108,108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 106年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員、退除役軍人轉任公務人員考試 | 105年警察人員、一般警察人員及鐵路人員特考
一般警察三等考試|一般警察三等考試_警察資訊管理人員|304|警察資訊管理人員,future_expansion,一般警察三等考試,一般警察三等考試_警察資訊管理人員,304,警察資訊管理人員,14,18,2,13,9,109,110,110年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 109年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察三等考試|一般警察三等考試_警察資訊管理人員|305|警察資訊管理人員,future_expansion,一般警察三等考試,一般警察三等考試_警察資訊管理人員,305,警察資訊管理人員,28,37,4,20,7,104,108,108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 106年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員、退除役軍人轉任公務人員考試 | 105年警察人員、一般警察人員及鐵路人員特考
一般警察二等考試|一般警察二等考試_刑事警察人員數位鑑識組|201|刑事警察人員數位鑑識組,future_expansion,一般警察二等考試,一般警察二等考試_刑事警察人員數位鑑識組,201,刑事警察人員數位鑑識組,30,35,5,18,10,104,110,110年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 109年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試 | 108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試
一般警察二等考試|一般警察二等考試_刑事警察人員犯罪分析組|202|刑事警察人員犯罪分析組,future_expansion,一般警察二等考試,一般警察二等考試_刑事警察人員犯罪分析組,202,刑事警察人員犯罪分析組,12,14,2,10,10,106,108,108年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 106年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員、退除役軍人轉任公務人員考試
一般警察二等考試|一般警察二等考試_刑事警察人員犯罪分析組|203|刑事警察人員犯罪分析組,future_expansion,一般警察二等考試,一般警察二等考試_刑事警察人員犯罪分析組,203,刑事警察人員犯罪分析組,6,7,1,6,6,104,104,104年警察人員、一般警察人員、鐵路人員、退除役特考
一般警察二等考試|一般警察二等考試_刑事警察人員電子監察組|201|刑事警察人員電子監察組,future_expansion,一般警察二等考試,一般警察二等考試_刑事警察人員電子監察組,201,刑事警察人員電子監察組,6,7,1,6,6,105,105,105年警察人員、一般警察人員及鐵路人員特考
一般警察二等考試|一般警察二等考試_刑事警察人員電子監察組|202|刑事警察人員電子監察組,future_expansion,一般警察二等考試,一般警察二等考試_刑事警察人員電子監察組,202,刑事警察人員電子監察組,6,7,1,6,6,104,104,104年警察人員、一般警察人員、鐵路人員、退除役特考
一般警察人員考試三等考試|一般警察人員考試三等考試_外事警察人員(選試日語)|303|外事警察人員(選試日語),future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_外事警察人員(選試日語),303,外事警察人員(選試日語),6,8,1,6,6,102,102,102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_外事警察人員(選試英語)|302|外事警察人員(選試英語),future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_外事警察人員(選試英語),302,外事警察人員(選試英語),12,16,2,11,8,102,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_外事警察人員（選試英語）|302|外事警察人員（選試英語）,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_外事警察人員（選試英語）,302,外事警察人員（選試英語）,6,9,1,6,6,107,107,107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_消防警察人員|303|消防警察人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_消防警察人員,303,消防警察人員,14,18,2,12,10,111,112,112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_消防警察人員|304|消防警察人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_消防警察人員,304,消防警察人員,14,19,2,11,11,107,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_消防警察人員|305|消防警察人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_消防警察人員,305,消防警察人員,7,9,1,7,7,102,102,102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_消防警察人員類別|303|消防警察人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_消防警察人員類別,303,消防警察人員類別,7,9,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_消防警察人員類別|403|消防警察人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_消防警察人員類別,403,消防警察人員類別,7,9,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_犯罪防治人員預防組|302|犯罪防治人員預防組,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_犯罪防治人員預防組,302,犯罪防治人員預防組,14,20,2,10,9,111,112,112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_犯罪防治人員預防組|303|犯罪防治人員預防組,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_犯罪防治人員預防組,303,犯罪防治人員預防組,14,21,2,11,9,107,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_犯罪防治人員預防組|304|犯罪防治人員預防組,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_犯罪防治人員預防組,304,犯罪防治人員預防組,7,10,1,7,7,102,102,102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_犯罪防治人員類別預防組|302|犯罪防治人員類別預防組,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_犯罪防治人員類別預防組,302,犯罪防治人員類別預防組,7,10,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_犯罪防治人員類別預防組|402|犯罪防治人員類別預防組,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_犯罪防治人員類別預防組,402,犯罪防治人員類別預防組,7,10,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政管理人員|306|行政管理人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政管理人員,306,行政管理人員,14,18,2,10,9,111,112,112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政管理人員|307|行政管理人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政管理人員,307,行政管理人員,21,28,3,15,10,102,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試 | 102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政管理人員類別|306|行政管理人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政管理人員類別,306,行政管理人員類別,7,9,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政管理人員類別|406|行政管理人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政管理人員類別,406,行政管理人員類別,7,9,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政警察人員|301|行政警察人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政警察人員,301,行政警察人員,35,57,5,20,11,102,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政警察人員類別|301|行政警察人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政警察人員類別,301,行政警察人員類別,7,11,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_行政警察人員類別|401|行政警察人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_行政警察人員類別,401,行政警察人員類別,7,11,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察法制人員|305|警察法制人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察法制人員,305,警察法制人員,14,18,2,9,9,111,112,112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察法制人員|306|警察法制人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察法制人員,306,警察法制人員,21,28,3,17,10,102,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試 | 102年警察鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察法制人員類別|305|警察法制人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察法制人員類別,305,警察法制人員類別,7,9,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察法制人員類別|405|警察法制人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察法制人員類別,405,警察法制人員類別,7,9,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察資訊管理人員|304|警察資訊管理人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察資訊管理人員,304,警察資訊管理人員,14,18,2,11,9,111,112,112年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試、退除役軍人轉任公務人員考試 | 111年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察資訊管理人員|305|警察資訊管理人員,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察資訊管理人員,305,警察資訊管理人員,14,19,2,13,9,107,113,113年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試 | 107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察資訊管理人員類別|304|警察資訊管理人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察資訊管理人員類別,304,警察資訊管理人員類別,7,9,1,7,7,114,114,114年公務人員特種考試警察人員考試、一般警察人員考試、國家安全情報人員考試、移民行政人員考試、退除役軍人轉任公務人員考試
一般警察人員考試三等考試|一般警察人員考試三等考試_警察資訊管理人員類別|404|警察資訊管理人員類別,future_expansion,一般警察人員考試三等考試,一般警察人員考試三等考試_警察資訊管理人員類別,404,警察資訊管理人員類別,7,9,1,7,7,115,115,115年公務人員特種考試警察人員、一般警察人員、國家安全情報人員、移民行政人員考試
一般警察人員考試二等考試|一般警察人員考試二等考試_刑事警察人員數位鑑識組|201|刑事警察人員數位鑑識組,future_expansion,一般警察人員考試二等考試,一般警察人員考試二等考試_刑事警察人員數位鑑識組,201,刑事警察人員數位鑑識組,12,14,2,10,7,102,107,107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試 | 102年警察鐵路人員考試
一般警察人員考試二等考試|一般警察人員考試二等考試_刑事警察人員犯罪分析組|202|刑事警察人員犯罪分析組,future_expansion,一般警察人員考試二等考試,一般警察人員考試二等考試_刑事警察人員犯罪分析組,202,刑事警察人員犯罪分析組,6,7,1,6,6,107,107,107年公務人員特種考試警察人員考試、一般警察人員考試、交通事業鐵路人員考試
一般警察人員考試二等考試|一般警察人員考試二等考試_刑事警察人員電子監察組|202|刑事警察人員電子監察組,future_expansion,一般警察人員考試二等考試,一般警察人員考試二等考試_刑事警察人員電子監察組,202,刑事警察人員電子監察組,6,7,1,6,6,102,102,102年警察鐵路人員考試
