node_id,node_label,category_name,catalog_rows,pdf_url_documents,distinct_exam_codes,distinct_exam_category_pairs,distinct_subject_names,year_min,year_max,top_exam_level
civil_service_core,公務人員高普初等與一般行政類,景觀,198,270,15,29,13,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,漁業技術,190,259,15,28,17,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,工業工程,186,247,18,27,19,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,自然保育,178,240,15,26,15,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,食品衛生檢驗,175,238,15,25,15,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,新聞(選試英文),172,233,15,24,14,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,航運行政,166,225,12,24,14,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,植物病蟲害防治,180,221,26,26,16,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,輪機技術,162,221,12,24,13,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,航空器維修,162,219,15,24,13,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,航海技術,156,213,12,23,12,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,116,203,15,15,12,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,輻射安全,152,194,21,21,16,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),112,181,12,16,17,101,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,智慧財產行政,108,177,14,14,9,101,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,檔案管理,130,175,14,18,23,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,藥事,134,173,18,18,16,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,體育行政,118,173,15,15,9,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,農業機械,132,165,19,19,16,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,畜牧技術,112,164,9,16,16,100,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,醫學工程,116,158,17,17,17,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,地質,120,156,16,16,17,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,汽車工程,116,152,15,15,16,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,觀光行政(選試觀光英語),116,152,15,15,9,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,工業安全,108,146,9,15,12,100,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,核子工程,116,146,16,16,14,100,111,高考三級
civil_service_core,公務人員高普初等與一般行政類,工業行政,106,144,11,15,18,101,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,採礦工程,108,142,14,14,11,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,史料編纂,112,137,16,16,15,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,圖書資訊管理(選試英文),104,135,13,13,9,100,112,高考三級
civil_service_core,公務人員高普初等與一般行政類,財務審計,80,132,10,10,8,100,109,高考三級
civil_service_core,公務人員高普初等與一般行政類,廉政,56,126,14,14,7,102,115,初等考試
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),78,122,10,10,11,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,航空駕駛(選試直昇機飛行原理),92,121,12,12,9,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,績效審計,80,119,10,10,8,100,109,高考三級
civil_service_core,公務人員高普初等與一般行政類,動物技術,90,117,11,14,21,109,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,消防技術,84,117,9,12,13,101,112,高考三級
civil_service_core,公務人員高普初等與一般行政類,天文,83,114,11,13,13,103,114,普通考試
civil_service_core,公務人員高普初等與一般行政類,公職社會工作師,66,110,15,15,6,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,漁業行政,70,103,9,9,10,101,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,視聽製作,78,103,9,10,12,100,111,高考三級
civil_service_core,公務人員高普初等與一般行政類,觀光行政,71,102,12,12,7,100,113,普通考試
civil_service_core,公務人員高普初等與一般行政類,技藝,70,101,12,12,7,101,114,普通考試
civil_service_core,公務人員高普初等與一般行政類,公職獸醫師,72,100,17,17,12,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,觀光行政(選試觀光日語),76,99,10,10,9,101,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職建築師,66,94,15,15,6,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,地震測報,67,94,9,11,13,100,113,普通考試
civil_service_core,公務人員高普初等與一般行政類,醫務管理,64,94,8,8,8,100,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),60,92,8,8,17,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),78,89,13,13,9,100,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,職業安全衛生,65,87,6,10,26,109,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,宗教行政,54,85,6,7,12,100,107,高考三級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),54,84,7,7,14,103,110,高考三級
civil_service_core,公務人員高普初等與一般行政類,水產利用,70,83,11,11,15,100,113,高考二級
civil_service_core,公務人員高普初等與一般行政類,水產技術,72,82,12,13,11,100,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,食品衛生行政,72,82,12,12,9,100,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,技藝(選試木竹器),62,81,8,8,11,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,化學安全,60,80,8,8,13,107,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,技藝(選試陶瓷),62,80,8,8,11,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,生物技術,62,79,8,8,14,101,109,高考三級
civil_service_core,公務人員高普初等與一般行政類,博物館管理(選試英文),62,78,9,9,16,100,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,土壤肥料,62,74,10,10,13,100,112,高考二級
civil_service_core,公務人員高普初等與一般行政類,工業設計,54,72,7,7,9,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,海洋資源,52,71,7,7,12,100,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,教育行政(一般組),54,63,9,9,8,103,111,高考二級
civil_service_core,公務人員高普初等與一般行政類,財稅法務,36,63,5,5,11,110,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,結構工程,48,62,6,6,8,100,105,高考三級
civil_service_core,公務人員高普初等與一般行政類,農產加工,50,61,7,7,14,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試韓文),46,59,6,6,12,104,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,海洋行政,36,58,5,5,10,110,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),48,56,8,8,7,100,111,高考二級
civil_service_core,公務人員高普初等與一般行政類,水產資源,48,55,8,8,7,104,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,材料工程,40,52,5,5,8,107,111,高考三級
civil_service_core,公務人員高普初等與一般行政類,生物多樣性,44,52,7,7,14,100,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,新聞（選試英文）,36,50,6,6,7,109,114,普通考試
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試西班牙文),38,49,5,5,11,101,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,技藝(選試染織),38,49,5,5,9,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試英文),38,48,5,5,12,101,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),30,47,4,4,10,108,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試西班牙文),42,47,7,7,9,107,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,新聞(選試日文),32,42,4,4,8,102,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試法文),36,41,6,6,7,105,113,高考二級
civil_service_core,公務人員高普初等與一般行政類,衛生行政(一般組),36,41,6,6,9,101,113,高考二級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試日文),30,40,4,4,12,100,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,國際經貿法律,30,40,4,4,11,101,106,高考三級
civil_service_core,公務人員高普初等與一般行政類,港灣工程,28,38,4,4,12,108,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,企業管理,24,36,3,3,8,104,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,經建行政(一般組),30,34,5,5,11,103,113,高考二級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),22,33,3,3,10,111,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,消費者保護,16,33,2,2,8,100,103,高考三級
civil_service_core,公務人員高普初等與一般行政類,生藥中藥基原鑑定,24,32,3,3,8,105,108,高考三級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試法文),24,31,3,3,9,101,105,高考三級
civil_service_core,公務人員高普初等與一般行政類,航空駕駛,24,31,3,3,8,100,102,高考三級
civil_service_core,公務人員高普初等與一般行政類,海洋技術,22,29,3,3,9,110,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,國防法務官,24,28,4,4,6,112,114,相當高考
civil_service_core,公務人員高普初等與一般行政類,教育行政(兩岸組),24,28,4,4,10,100,103,高考二級
civil_service_core,公務人員高普初等與一般行政類,經建行政(兩岸組一),24,28,4,4,8,100,103,高考二級
civil_service_core,公務人員高普初等與一般行政類,衛生行政(兩岸組),24,28,4,4,6,100,104,高考二級
civil_service_core,公務人員高普初等與一般行政類,財經政風,14,28,1,2,12,100,100,高考三級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試德文),24,27,4,4,9,105,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試義大利文),24,26,4,4,8,108,114,高考二級
civil_service_core,公務人員高普初等與一般行政類,新聞廣播(選試英文、國語與閩南語播音),18,26,3,3,6,105,108,普通考試
civil_service_core,公務人員高普初等與一般行政類,消防設備士,12,26,3,3,4,103,105,消防設備士普通考試
civil_service_core,公務人員高普初等與一般行政類,法律政風,14,25,1,2,12,100,100,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職護理師,24,24,12,12,2,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職醫事檢驗師,24,24,12,12,2,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,專責報關人員,12,24,3,3,4,103,105,專責報關人員普通考試
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),14,22,2,2,9,112,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職食品技師,22,22,11,11,2,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,財產保險代理人,12,22,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,財產保險經紀人,12,22,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),14,21,2,2,10,111,113,高考三級
civil_service_core,公務人員高普初等與一般行政類,原子能,21,21,7,7,3,102,109,高考一級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試俄文),16,21,2,2,9,100,109,高考三級
civil_service_core,公務人員高普初等與一般行政類,國際文教行政(選試德文),16,21,2,2,9,102,112,高考三級
civil_service_core,公務人員高普初等與一般行政類,文化行政(兩岸組),18,21,3,3,6,100,102,高考二級
civil_service_core,公務人員高普初等與一般行政類,人身保險代理人,12,20,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,人身保險經紀人,12,20,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,公產管理,14,20,1,2,12,100,100,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職藥師,20,20,10,10,2,103,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,漁業行政(一般組),18,20,3,3,9,103,113,高考二級
civil_service_core,公務人員高普初等與一般行政類,政風,8,19,2,2,5,100,101,初等
civil_service_core,公務人員高普初等與一般行政類,海事保險公證人,12,19,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,地政士,15,18,3,3,5,103,105,地政士普通考試
civil_service_core,公務人員高普初等與一般行政類,新聞廣播,12,17,2,2,7,103,104,普通考試
civil_service_core,公務人員高普初等與一般行政類,新聞廣播(選試日文、國語與閩南語播音),12,17,2,2,6,107,108,普通考試
civil_service_core,公務人員高普初等與一般行政類,新聞（選試日文）,12,17,2,2,6,109,111,普通考試
civil_service_core,公務人員高普初等與一般行政類,昆蟲,12,17,2,2,6,113,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,植物病理,12,17,2,2,6,113,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,資通安全,12,17,2,2,6,113,114,高考三級
civil_service_core,公務人員高普初等與一般行政類,一般保險公證人,12,16,3,3,4,103,105,保險代理經紀公證人普通考試
civil_service_core,公務人員高普初等與一般行政類,博物館管理,11,16,2,2,7,102,113,普通考試
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),12,14,2,2,6,101,108,高考二級
civil_service_core,公務人員高普初等與一般行政類,戶政(兩岸組),12,14,2,2,6,100,101,二級考試高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組),12,14,2,2,6,100,101,二級考試高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試俄文),12,14,2,2,6,107,109,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試日文),12,14,2,2,6,108,110,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(一般組)(選試英文),12,14,2,2,8,105,111,高考二級
civil_service_core,公務人員高普初等與一般行政類,新聞(一般組),12,14,2,2,6,104,105,高考二級
civil_service_core,公務人員高普初等與一般行政類,農業行政(兩岸組),12,14,2,2,6,101,102,高考二級
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),8,12,1,1,8,112,112,高考三級
civil_service_core,公務人員高普初等與一般行政類,技職教育行政,8,12,1,1,8,104,104,高考三級
civil_service_core,公務人員高普初等與一般行政類,物理,12,12,4,4,3,102,107,高考一級
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,5,11,1,1,5,103,103,普通考試
civil_service_core,公務人員高普初等與一般行政類,商品檢驗,8,11,1,1,8,104,104,高考三級
civil_service_core,公務人員高普初等與一般行政類,圖書資訊管理（選試日文）,8,11,1,1,8,104,104,高考三級
civil_service_core,公務人員高普初等與一般行政類,農畜水產品檢驗,8,11,1,1,8,104,104,高考三級
civil_service_core,公務人員高普初等與一般行政類,技藝(選試絹印),8,10,1,1,8,101,101,高考三級
civil_service_core,公務人員高普初等與一般行政類,技藝(選試金屬),8,10,1,1,8,103,103,高考三級
civil_service_core,公務人員高普初等與一般行政類,航空駕駛(選試飛機飛行原理),8,10,1,1,8,103,103,高考三級
civil_service_core,公務人員高普初等與一般行政類,記帳士,5,9,1,1,5,103,103,普通考試
civil_service_core,公務人員高普初等與一般行政類,公職臨床心理師,8,8,4,4,2,103,112,高考三級
civil_service_core,公務人員高普初等與一般行政類,文化行政(選試德文)(一般組),6,7,1,1,6,103,103,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(選試日文)(一般組),6,7,1,1,6,104,104,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(選試法文)(一般組),6,7,1,1,6,104,104,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(選試英文)(一般組),6,7,1,1,6,103,103,高考二級
civil_service_core,公務人員高普初等與一般行政類,文化行政(選試西班牙文)(一般組),6,7,1,1,6,103,103,高考二級
civil_service_core,公務人員高普初等與一般行政類,新聞(兩岸組),6,7,1,1,6,101,101,二級考試高考二級
civil_service_core,公務人員高普初等與一般行政類,農村規劃,6,7,1,1,6,104,104,高考二級
civil_service_core,公務人員高普初等與一般行政類,公職土木工程技師,6,6,3,3,2,103,105,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職營養師,6,6,3,3,2,103,106,高考三級
civil_service_core,公務人員高普初等與一般行政類,生物科技,6,6,2,2,3,102,105,高考一級
civil_service_core,公務人員高普初等與一般行政類,公職諮商心理師,4,4,2,2,3,104,111,高考三級
civil_service_core,公務人員高普初等與一般行政類,新聞,3,3,1,1,3,106,106,高考一級
civil_service_core,公務人員高普初等與一般行政類,公職測量技師,2,2,1,1,2,103,103,高考三級
civil_service_core,公務人員高普初等與一般行政類,公職防疫醫師,2,2,1,1,2,103,103,高考三級
civil_service_special,公務人員特種考試,一般行政,882,1673,50,161,34,100,115,三等
civil_service_special,公務人員特種考試,財稅行政,667,1360,44,112,29,100,115,三等
civil_service_special,公務人員特種考試,一般民政,560,1110,41,101,28,100,115,三等
civil_service_special,公務人員特種考試,人事行政,602,1043,47,99,40,100,113,三等
civil_service_special,公務人員特種考試,會計,514,1043,42,82,35,100,115,三等
civil_service_special,公務人員特種考試,機械工程,658,980,53,108,37,100,115,三等
civil_service_special,公務人員特種考試,電子工程,570,944,46,97,32,100,115,三等
civil_service_special,公務人員特種考試,社會行政,531,900,49,91,31,100,115,三等
civil_service_special,公務人員特種考試,地政,593,872,46,103,38,100,115,三等
civil_service_special,公務人員特種考試,教育行政,528,836,40,87,25,100,115,三等
civil_service_special,公務人員特種考試,經建行政,491,793,37,83,26,100,115,三等
civil_service_special,公務人員特種考試,電力工程,519,781,39,81,26,100,113,三等
civil_service_special,公務人員特種考試,土木工程,547,771,49,87,44,100,115,三等
civil_service_special,公務人員特種考試,資訊處理,490,740,36,76,25,100,115,三等
civil_service_special,公務人員特種考試,行政警察人員,338,706,13,52,39,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,戶政,365,698,32,69,34,100,115,三等
civil_service_special,公務人員特種考試,原住民族行政,340,598,31,56,29,100,114,原住民族三等考試
civil_service_special,公務人員特種考試,消防警察人員,334,556,14,52,47,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,勞工行政,314,522,28,49,25,100,115,三等
civil_service_special,公務人員特種考試,農業技術,375,503,31,57,20,100,115,三等
civil_service_special,公務人員特種考試,化學工程,294,442,27,46,19,100,113,三等
civil_service_special,公務人員特種考試,運輸營業,226,411,13,38,26,100,112,鐵路人員高員三級
civil_service_special,公務人員特種考試,測量製圖,284,377,25,43,35,100,113,三等
civil_service_special,公務人員特種考試,農業行政,260,374,24,38,18,100,113,三等
civil_service_special,公務人員特種考試,衛生行政,260,366,27,39,27,100,113,三等
civil_service_special,公務人員特種考試,衛生技術,269,362,24,41,25,100,113,三等
civil_service_special,公務人員特種考試,法律廉政,227,361,19,32,23,101,113,三等
civil_service_special,公務人員特種考試,交通行政,252,359,24,40,22,100,113,三等
civil_service_special,公務人員特種考試,建築工程,273,359,22,40,19,100,113,三等
civil_service_special,公務人員特種考試,水利工程,255,337,24,37,20,100,115,三等
civil_service_special,公務人員特種考試,圖書資訊管理,178,323,24,36,21,100,113,四等
civil_service_special,公務人員特種考試,林業技術,238,314,27,35,23,100,115,原住民族三等考試
civil_service_special,公務人員特種考試,統計,204,311,17,31,20,100,115,三等
civil_service_special,公務人員特種考試,錄事,141,308,39,39,7,100,115,原住民族五等考試
civil_service_special,公務人員特種考試,法院書記官,216,307,20,32,18,100,112,司法三等考試
civil_service_special,公務人員特種考試,事務管理,166,297,13,30,22,100,112,鐵路人員員級考試
civil_service_special,公務人員特種考試,警察法制人員,182,292,13,26,23,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,行政管理人員,182,291,13,26,22,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,犯罪防治人員預防組,182,290,13,26,22,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,環保行政,212,282,17,32,15,100,113,三等
civil_service_special,公務人員特種考試,文化行政,206,275,17,30,20,100,113,三等
civil_service_special,公務人員特種考試,商業行政,147,271,12,21,14,100,113,三等
civil_service_special,公務人員特種考試,材料管理,160,269,13,29,22,100,112,鐵路人員員級考試
civil_service_special,公務人員特種考試,法制,164,267,22,22,14,100,115,三等
civil_service_special,公務人員特種考試,都市計畫技術,203,267,16,29,20,100,113,三等
civil_service_special,公務人員特種考試,財經廉政,151,263,14,21,20,101,113,三等
civil_service_special,公務人員特種考試,環保技術,196,259,15,29,16,100,113,三等
civil_service_special,公務人員特種考試,警察資訊管理人員,168,259,13,24,22,101,113,一般警察三等考試
civil_service_special,公務人員特種考試,水上警察人員航海組,138,243,13,23,22,101,113,一般警察四等考試
civil_service_special,公務人員特種考試,水上警察人員輪機組,138,243,13,23,24,101,113,一般警察四等考試
civil_service_special,公務人員特種考試,移民行政,144,243,13,24,27,101,113,移民四等考試
civil_service_special,公務人員特種考試,電機工程,151,239,13,25,10,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,交通技術,180,238,13,26,16,100,113,三等
civil_service_special,公務人員特種考試,紡織工程,144,229,13,24,10,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,社會工作,149,228,23,23,18,100,113,四等
civil_service_special,公務人員特種考試,司法官,137,226,28,28,19,100,114,三等考試
civil_service_special,公務人員特種考試,新聞(選試英文),167,220,13,24,17,100,113,三等
civil_service_special,公務人員特種考試,水土保持工程,167,220,13,24,17,100,113,三等
civil_service_special,公務人員特種考試,環境工程,161,213,13,23,16,100,113,三等
civil_service_special,公務人員特種考試,庭務員,95,212,26,26,10,100,115,司法五等考試
civil_service_special,公務人員特種考試,園藝,156,208,15,23,15,100,113,三等
civil_service_special,公務人員特種考試,關稅會計,129,203,13,21,10,100,112,關務特考三等考試
civil_service_special,公務人員特種考試,景觀,146,193,12,21,13,100,113,三等
civil_service_special,公務人員特種考試,刑事警察人員,91,188,13,13,14,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,外交領事人員西班牙文組,94,185,14,14,17,100,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,漁業技術,131,174,13,19,18,100,113,三等
civil_service_special,公務人員特種考試,財經實務組,119,173,15,21,19,100,114,調查三等考試
civil_service_special,公務人員特種考試,外交領事人員日文組,87,171,13,13,16,100,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,外交領事人員法文組,87,171,13,13,17,100,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,外交領事人員德文組,87,170,13,13,16,100,113,外交領事人員三等考試
civil_service_special,公務人員特種考試,船舶駕駛,94,168,13,19,13,100,115,關務特考三等考試
civil_service_special,公務人員特種考試,法警,107,167,18,18,11,100,113,原住民族四等考試
civil_service_special,公務人員特種考試,環境檢驗,125,165,11,18,13,100,113,三等
civil_service_special,公務人員特種考試,水上警察人員,98,164,14,14,15,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,執達員,108,163,18,18,10,100,112,司法四等考試
civil_service_special,公務人員特種考試,機檢工程,78,161,12,17,13,100,111,鐵路人員佐級考試
civil_service_special,公務人員特種考試,交通警察人員交通組,91,158,13,13,16,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,公共安全人員,91,158,13,13,14,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,國境警察人員,91,158,13,13,14,101,113,警察人員考試三等考試
civil_service_special,公務人員特種考試,外交領事人員阿拉伯文組,80,157,12,12,17,100,113,外交領事人員三等考試
