node_id,node_label,category_name,subject_name,catalog_rows,pdf_url_documents,distinct_exam_codes,year_min,year_max
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),憲法與英文,8,8,8,100,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),民法總則與刑法總則研究,8,8,8,100,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),行政學研究,8,8,8,100,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),行政法研究,8,8,8,100,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),國文（作文、公文與測驗）,6,12,6,100,109
civil_service_core,公務人員高普初等與一般行政類,一般行政(一般組),國文(作文、公文與測驗),2,4,2,103,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),憲法與英文,13,13,13,100,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),政治經濟學理論與全球化,13,13,13,100,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),行政學研究,13,13,13,100,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),行政法研究,13,13,13,100,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),大陸政策與兩岸關係（包括兩岸關係相關法律及其施行細則、兩岸關係的國際因素、兩岸政策與協商）,11,11,11,100,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),國文（作文、公文與測驗）,9,18,9,100,110
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),國文(作文、公文與測驗),2,4,2,103,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),國文（作文）,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組一),大陸政策與兩岸關係(包括兩岸關係相關法律及其施行細則、兩岸關係的國際因素、兩岸政策與協商),2,2,2,103,111
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),兩岸民族研究（包括少數民族政策、民族學概論）,2,2,2,101,108
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),國文（作文、公文與測驗）,2,4,2,101,108
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),大陸政策與兩岸關係（包括兩岸關係相關法律及其施行細則、兩岸關係的國際因素、兩岸政策與協商）,2,2,2,101,108
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),憲法與英文,2,2,2,101,108
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),行政學研究,2,2,2,101,108
civil_service_core,公務人員高普初等與一般行政類,一般行政(兩岸組二),行政法研究,2,2,2,101,108
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,不動產估價概要,1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,不動產經紀相關法規概要,1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,國文（作文與測驗）,1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,土地法與土地相關稅法概要,1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,不動產經紀人,民法概要,1,3,1,103,103
civil_service_core,公務人員高普初等與一般行政類,交通技術,法學知識與英文（包括中華民國憲法、法學緒論、英文）,30,72,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,國文（作文、公文與測驗）,29,61,17,100,111
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通工程,21,21,21,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通安全,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通工程概要,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸規劃學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸規劃概要,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通控制,11,11,11,100,110
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通控制概要,11,11,11,100,110
civil_service_core,公務人員高普初等與一般行政類,交通技術,統計學,11,11,11,100,110
civil_service_core,公務人員高普初等與一般行政類,交通技術,統計學概要,11,11,11,100,110
civil_service_core,公務人員高普初等與一般行政類,交通技術,國文（作文與測驗）,6,12,3,112,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,憲法與英文,6,6,6,104,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸安全,6,6,6,104,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸系統分析,6,6,6,104,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸規劃,6,6,6,104,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通安全概要,4,4,4,111,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸工程,4,4,4,111,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通統計,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通統計概要,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,交通技術,運輸規劃學概要,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,交通工程研究,1,1,1,100,100
civil_service_core,公務人員高普初等與一般行政類,交通技術,國文（作文）,1,1,1,114,114
civil_service_core,公務人員高普初等與一般行政類,交通技術,策略規劃與問題解決,1,1,1,100,100
civil_service_core,公務人員高普初等與一般行政類,交通技術,英文,1,1,1,100,100
civil_service_core,公務人員高普初等與一般行政類,交通行政,法學知識與英文（包括中華民國憲法、法學緒論、英文）,30,72,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,國文（作文、公文與測驗）,26,55,14,100,111
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸學概要,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸經濟學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸經濟學概要,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸規劃學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通行政大意,14,32,14,102,115
civil_service_core,公務人員高普初等與一般行政類,交通行政,公民與英文,14,34,14,102,115
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸學大意,14,34,14,102,115
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通政策,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通行政,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通行政概要,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸管理學,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸管理學概要,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,交通行政,國文(包括公文格式用語),10,20,10,102,111
civil_service_core,公務人員高普初等與一般行政類,交通行政,國文（作文與測驗）,6,12,3,112,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,國文,4,8,4,112,115
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通政策研究,2,2,2,102,105
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通政策與行政,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通政策與行政概要,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,交通行政,交通法規研究,2,2,2,102,105
civil_service_core,公務人員高普初等與一般行政類,交通行政,憲法與英文,2,2,2,102,105
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸管理,2,2,2,102,105
civil_service_core,公務人員高普初等與一般行政類,交通行政,運輸經濟,2,2,2,102,105
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文（作文、公文與測驗）,32,67,20,100,111
civil_service_core,公務人員高普初等與一般行政類,人事行政,法學知識與英文（包括中華民國憲法、法學緒論、英文）,30,72,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,人事行政大意,16,36,16,100,115
civil_service_core,公務人員高普初等與一般行政類,人事行政,公民與英文,16,38,16,100,115
civil_service_core,公務人員高普初等與一般行政類,人事行政,法學大意,16,38,16,100,115
civil_service_core,公務人員高普初等與一般行政類,人事行政,現行考銓制度,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政學,15,33,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政學概要,15,40,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政法,15,34,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政法概要,15,37,15,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,各國人事制度,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,人事行政,心理學(包括諮商與輔導),13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,人事行政,民法總則與刑法總則,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,人事行政,現行考銓制度概要,13,13,13,100,112
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文(包括公文格式用語),12,25,12,100,111
civil_service_core,公務人員高普初等與一般行政類,人事行政,各國人事制度研究,10,10,10,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,憲法與英文,10,10,10,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政學研究,10,10,10,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,行政法研究,10,10,10,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,人事行政學研究（包括考銓制度與法規）,9,9,9,100,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,心理學(包括諮商與輔導)概要,9,9,9,100,108
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文（作文與測驗）,6,12,3,112,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文,4,8,4,112,115
civil_service_core,公務人員高普初等與一般行政類,人事行政,心理學概要（包括諮商與輔導）,4,4,4,109,112
civil_service_core,公務人員高普初等與一般行政類,人事行政,公共人力資源管理,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,公共人力資源管理概要,2,2,2,113,114
civil_service_core,公務人員高普初等與一般行政類,人事行政,人事行政學研究(包括考銓制度與法規),1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文(作文、公文與測驗),1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,人事行政,國文（作文）,1,1,1,114,114
civil_service_core,公務人員高普初等與一般行政類,人身保險代理人,人身保險實務概要,3,4,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險代理人,人身保險經營概要,3,4,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險代理人,保險學概要,3,6,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險代理人,保險法規概要,3,6,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險經紀人,人身保險行銷概要,3,4,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險經紀人,人身風險管理概要,3,4,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險經紀人,保險學概要,3,6,3,103,105
civil_service_core,公務人員高普初等與一般行政類,人身保險經紀人,保險法規概要,3,6,3,103,105
civil_service_core,公務人員高普初等與一般行政類,企業管理,人力資源管理,3,3,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,企業政策,3,3,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,國文（作文、公文與測驗）,3,7,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,法學知識與英文（包括中華民國憲法、法學緒論、英文）,3,8,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,生產與作業管理,3,3,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,經濟學,3,6,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,行銷管理,3,3,3,104,108
civil_service_core,公務人員高普初等與一般行政類,企業管理,財務管理,3,3,3,104,108
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),僑務行政,3,3,3,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),印尼文(包括作文、翻譯與應用文),3,3,3,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,3,8,3,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),行政法,3,6,3,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),兩岸關係,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),國文（作文與測驗）,2,4,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),國際政治經濟學,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),比較政府,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),國文（作文、公文與測驗）,1,2,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試印尼文),國際關係,1,1,1,113,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),僑務行政,6,6,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),國文（作文、公文與測驗）,6,13,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),國際關係,6,6,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),德文（包括作文、翻譯與應用文）,6,6,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),比較政府,6,6,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,6,13,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),經濟學,6,13,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),行政法,6,14,6,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),僑務行政與法規,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),國文(作文、公文與測驗),1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),德文(包括作文、翻譯與應用文),1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),憲法與英文,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),經濟學研究,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試德文),行政法研究,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),僑務行政,4,4,4,108,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),國際關係,4,4,4,108,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,4,9,4,108,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),行政法,4,9,4,108,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),國文（作文、公文與測驗）,3,6,3,108,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),日文（包括作文、翻譯與應用文）,3,3,3,108,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),比較政府,3,3,3,108,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),經濟學,3,6,3,108,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),國文（作文與測驗）,1,2,1,114,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試日文),日文(包括作文、翻譯與應用文),1,1,1,114,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),僑務行政,7,7,7,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,7,16,7,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),行政法,7,16,7,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),國際關係,6,6,6,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),比較政府,6,6,6,103,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),法文（包括作文、翻譯與應用文）,6,6,6,103,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),國文（作文、公文與測驗）,5,11,5,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),經濟學,5,10,5,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),國文（作文與測驗）,2,4,2,112,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),法文(包括作文、翻譯與應用文),2,2,2,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),僑務行政與法規,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),兩岸關係,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),國文(作文、公文與測驗),1,2,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),國際政治經濟學,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),憲法與英文,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),經濟學研究,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試法文),行政法研究,1,1,1,103,103
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),僑務行政,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),兩岸關係,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),國文（作文與測驗）,1,2,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),國際政治經濟學,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),比較政府,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,1,3,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),泰文(包括作文、翻譯與應用文),1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試泰文),行政法,1,2,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),僑務行政,2,2,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),國文（作文與測驗）,2,4,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,2,6,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),緬甸文(包括作文、翻譯與應用文),2,2,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),行政法,2,4,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),兩岸關係,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),國際政治經濟學,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),國際關係,1,1,1,113,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試緬甸文),比較政府,1,1,1,112,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,16,40,12,101,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國文（作文、公文與測驗）,14,30,10,101,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),僑務行政,8,8,8,101,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),比較政府,8,8,8,101,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),英文,8,8,8,101,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),英文（包括作文、翻譯與應用文）,8,8,8,101,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),行政法,8,18,8,101,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),行政法概要,8,19,8,101,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),僑務行政概要,7,7,7,101,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國際關係概要,7,7,7,101,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國際關係,6,6,6,101,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),經濟學,6,12,6,101,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),兩岸關係,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國文（作文與測驗）,2,4,2,112,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國際政治經濟學,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),兩岸關係概要,1,1,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試英文),國際政治經濟學概要,1,1,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),僑務行政,10,10,10,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,10,23,10,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),行政法,10,22,10,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),西班牙文(包括作文、翻譯與應用文),10,10,10,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),比較政府,9,9,9,103,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),國文（作文、公文與測驗）,8,17,8,103,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),國際關係,8,8,8,103,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),經濟學,7,15,7,103,110
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),兩岸關係,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),國文（作文與測驗）,2,4,2,112,114
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試西班牙文),國際政治經濟學,2,2,2,111,112
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),僑務行政,2,2,2,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),法學知識與英文（包括中華民國憲法、法學緒論、英文）,2,5,2,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),行政法,2,4,2,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),越南文(包括作文、翻譯與應用文),2,2,2,111,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),兩岸關係,1,1,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),國文（作文、公文與測驗）,1,2,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),國文（作文與測驗）,1,2,1,113,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),國際政治經濟學,1,1,1,111,111
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),國際關係,1,1,1,113,113
civil_service_core,公務人員高普初等與一般行政類,僑務行政(選試越南文),比較政府,1,1,1,111,111
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,法學知識與英文（包括中華民國憲法、法學緒論、英文）,15,35,15,100,114
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,產業經濟學,15,15,15,100,114
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,行政法,15,34,15,100,114
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,經濟學,13,28,13,100,112
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,國文（作文、公文與測驗）,12,25,12,100,111
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,民法（包括民法總則、債編與物權編）,9,18,9,106,114
civil_service_core,公務人員高普初等與一般行政類,公平交易管理,公平交易法,8,8,8,100,114
